channel_name,address,город,район,coodsX,coodY
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),МакатаеваСейфуллина,Алматы,Турксибский район,77.011309,43.348096
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Бостандыкский район,Алматы,Бостандыкский район,76.892411,43.202959
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Алма сити 4,Алматы,Наурызбайский район,76.779697,43.228335
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Бостандыкский район,Алматы,Бостандыкский район,76.892411,43.202959
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),НОВЫЙ Апортқа қатты алыс емес,Алматы,Турксибский район,77.011309,43.348096
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Раймбека 245 Б ТЦ Максима 2 ул,Алматы,Жетысуский район,76.900114,43.264698
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),12 мкр Метро Сарыарка ТРЦ Москва жанында,Алматы,Ауэзовский район,76.865041,43.227994
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Абая СаинаЖетису2,Алматы,Алмалинский район,76.940809,43.244049
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Жумалиева 156,Алматы,Алмалинский район,76.914628,43.246476
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Мега есентай,Алматы,Бостандыкский район,76.892411,43.202959
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),МанасаСатпаева Бостандыкский район,Алматы,Бостандыкский район,76.906774,43.197269
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Достык Туркестан Мангилик ел Сауран Улы дала Кабанбай батыр,Алматы,Медеуский район,76.955689,43.2507
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),2 бөлмелі квартира,Алматы,Жетысуский район,76.939047,43.273815
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),пересечении улиц Толе би Муратбаева,Алматы,Алмалинский район,76.918753,43.253027
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Тастак,Алматы,Алмалинский район,76.877118,43.24975
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК Алма сити,Алматы,Наурызбайский район,76.782289,43.220578
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),АЛМАТЫ АРЕНА,Алматы,Алатауский район,76.815369,43.264746
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Абая матезалке,Алматы,Ауэзовский район,76.87,43.230558
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),проспект Райымбека 5906,Алматы,Алмалинский район,76.886939,43.25321
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Бостандыкский район,Алматы,Бостандыкский район,76.892411,43.202959
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),11мкр 28дом 6 подъезд,Алматы,Ауэзовский район,76.874768,43.219303
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Мамыр 3,Алматы,Наурызбайский район,76.786671,43.197775
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Бостандыкский район,Алматы,Бостандыкский район,76.892411,43.202959
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),достыке,Алматы,Турксибский район,77.011309,43.348096
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Абая Байтурсынова,Алматы,Бостандыкский район,76.927868,43.24107
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),КАУ КАЗГАСА МЕГА Президентский парк жақта 1комнатная квартира,Алматы,Бостандыкский район,76.886599,43.189809
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),масанчи 3 3 комната,Алматы,Алмалинский район,76.927764,43.262083
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),АЛМАТЫ АРЕНА,Алматы,Алатауский район,76.815369,43.264746
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Орбита 3 дом 25 Бостандыкский район,Алматы,Бостандыкский район,76.874389,43.200174
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Райымбек батыра 276,Алматы,Жетысуский район,76.944567,43.271618
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),"улАУЭЗОВА угол Джамбула, Алмалинский район",Алматы,Алмалинский район,76.931652,43.250948
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),розабакиева Сатпаева,Алматы,Бостандыкский район,76.895427,43.235557
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),жк Науаи новоиЖандосова,Алматы,Ауэзовский район,76.880708,43.216856
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Мкр дарабоз 79 дом 76 кв 7 этаж,Алматы,Алатауский район,76.82099,43.269379
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),рядом Университет Нархоз до Меги и Москвы,Алматы,Ауэзовский район,76.871712,43.2151
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Ауэзовский район Жетысу 1 Квартира 1 ком,Алматы,Ауэзовский район,76.838349,43.218041
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Богенбай батыра 313,Алматы,Алмалинский район,76.885049,43.249054
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Рыскулова Петроважк Ырысты,Алматы,Алатауский район,76.858764,43.262597
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Москва 8 микрорайон,Алматы,Ауэзовский район,76.865041,43.227994
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),рядом Университет Нархоз до Меги и Москвы,Алматы,Ауэзовский район,76.871712,43.2151
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),микрорайон Кулагер,Алматы,Жетысуский район,76.923594,43.307645
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК рядом метро магнум тц спутник базар аптека,Алматы,Ауэзовский район,76.842401,43.211845
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ГОГОЛЯМУРАТБАЕВА,Алматы,Турксибский район,77.011309,43.348096
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Шевченко 85,Алматы,Алмалинский район,76.93516,43.245935
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Тимирязева Байзакова район Ботанического сада рядом с КАЗГУ,Алматы,Бостандыкский район,76.915679,43.227025
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),КАЛКАМАН 224 Науырызбайский район,Алматы,Наурызбайский район,76.807826,43.230916
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Жк парасат Сарыарка 11,Алматы,Турксибский район,76.9764,43.295478
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Аксай1 Жк Адиет 117 2подъезд,Алматы,Ауэзовский район,76.833848,43.242593
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ташкентской матызалка,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,ТимирязеваРозыбакиева,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,ЖК Жайлы по адресу Толе би 273А5,Алматы,Алмалинский район,76.867664,43.248675
Аренда Жилья.Подселение Алматы,Алматы Ақсай24,Алматы,Алатауский район,76.800196,43.270432
Аренда Жилья.Подселение Алматы,Панфилова 49 Арбат мега парк,Алматы,Алмалинский район,76.943189,43.262214
Аренда Жилья.Подселение Алматы,"ЖК Пр Райымбека 21012, Алмалинский район",Алматы,Жетысуский район,76.94774,43.272576
Аренда Жилья.Подселение Алматы,Медеуский район,Алматы,Алмалинский район,76.944792,43.250366
Аренда Жилья.Подселение Алматы,Район МедеускийБостандыкский,Алматы,Алмалинский район,76.912738,43.251274
Аренда Жилья.Подселение Алматы,Сатпаева74,Алматы,Бостандыкский район,76.889262,43.233602
Аренда Жилья.Подселение Алматы,Утепова 31 блок 3,Алматы,Бостандыкский район,76.887119,43.219533
Аренда Жилья.Подселение Алматы,ЖандосоваБерегового,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,Напротив Алматы арена Микрорайон дарабоз,,,,
Аренда Жилья.Подселение Алматы,мкрМамыр Шаляпина Саина,Алматы,Ауэзовский район,76.856516,43.214236
Аренда Жилья.Подселение Алматы,Рыскулова Емцова Район Самгау ЖК Ырысты,Алматы,Алатауский район,76.854659,43.266118
Аренда Жилья.Подселение Алматы,Жандосова Жарокова район атакента казгу сатпаева технический универ,Алматы,Бостандыкский район,76.89991,43.235365
Аренда Жилья.Подселение Алматы,"Нұркент, Алатауский район",Алматы,Алатауский район,76.820663,43.253938
Аренда Жилья.Подселение Алматы,Панфилова 49,Алматы,Алмалинский район,76.942869,43.268737
Аренда Жилья.Подселение Алматы,Алмалинский район,Алматы,Алмалинский район,76.944792,43.250366
Аренда Жилья.Подселение Алматы,жк Акварель,Алматы,Бостандыкский район,76.879804,43.230473
Аренда Жилья.Подселение Алматы,Утепова 20 ЖК,Алматы,Бостандыкский район,76.890257,43.218147
Аренда Жилья.Подселение Алматы,Кунаева маметова,Алматы,Медеуский район,76.948465,43.268668
Аренда Жилья.Подселение Алматы,Сайран Москва метро жакын,Алматы,Ауэзовский район,76.867442,43.230603
Аренда Жилья.Подселение Алматы,ЖК Бостандыкский район,Алматы,Бостандыкский район,76.898774,43.200762
Аренда Жилья.Подселение Алматы,ТимирязеваРадостовца,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,панфилова 49,Алматы,Алмалинский район,76.942869,43.268737
Аренда Жилья.Подселение Алматы,Аксай5,Алматы,Алатауский район,76.845397,43.257412
Аренда Жилья.Подселение Алматы,Толе би Тлендиева,Алматы,Алмалинский район,76.87248,43.249341
Аренда Жилья.Подселение Алматы,микрорайон Самал,,,,
Аренда Жилья.Подселение Алматы,медеуском либо алмалинском районах,Алматы,Алмалинский район,76.938865,43.249497
Аренда Жилья.Подселение Алматы,Абая матезалке,Алматы,Ауэзовский район,76.87,43.230558
Аренда Жилья.Подселение Алматы,Алматы Арена,Алматы,Алатауский район,76.815369,43.264746
Аренда Жилья.Подселение Алматы,Жк Эверест Гранд парк жакта,Алматы,Ауэзовский район,76.853027,43.238373
Аренда Жилья.Подселение Алматы,Самал 123,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,13 микрорайонда алматы арена төмен жағы момышұлы мөңке би,Алматы,Алатауский район,76.816805,43.281685
Аренда Жилья.Подселение Алматы,ЖК Бостандыкский район,Алматы,Бостандыкский район,76.898774,43.200762
Аренда Жилья.Подселение Алматы,Орбита 1,Алматы,Бостандыкский район,76.879002,43.198565
Аренда Жилья.Подселение Алматы,Алмалинский район а также в районе Сайрана,Алматы,Бостандыкский район,76.877363,43.236517
Аренда Жилья.Подселение Алматы,Наурызбайский Шуғыла 3413,Алматы,Наурызбайский район,76.789952,43.205891
Аренда Жилья.Подселение Алматы,район атакента ЖароковаТемирязева,Алматы,Алмалинский район,76.912738,43.251274
Аренда Жилья.Подселение Алматы,"Толе биМуратбаева, Алмалинский район",Алматы,Алмалинский район,76.925164,43.253963
Аренда Жилья.Подселение Алматы,Аксай 1 119 Жк Адиет пересечение Толе би Момышулы,Алматы,Ауэзовский район,76.832324,43.242229
Аренда Жилья.Подселение Алматы,ЖК возле барахолки салем,Алматы,Жетысуский район,76.895158,43.299634
Аренда Жилья.Подселение Алматы,Толе бишагабутдинова,Алматы,Медеуский район,76.951064,43.256043
Аренда Жилья.Подселение Алматы,"Мосина 11, Турксибский район",Алматы,Турксибский район,76.934662,43.311675
Аренда Жилья.Подселение Алматы,дом 53 Район Тастак Тургут Озала,Алматы,Алмалинский район,76.877118,43.24975
Аренда Жилья.Подселение Алматы,ул Назарбаева 28а,Алматы,Жетысуский район,76.945396,43.27119
Аренда Жилья.Подселение Алматы,Манаса Темирязева,Алматы,Бостандыкский район,76.908826,43.22773
Аренда Жилья.Подселение Алматы,Бостандыкский район,Алматы,Бостандыкский район,76.892411,43.202959
Аренда Жилья.Подселение Алматы,ТимирязеваРадостовца,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,Алматы Арена жакта Жк Алмалы,Алматы,Алатауский район,76.822573,43.264012
Аренда Жилья.Подселение Алматы,Гоголя Наурызбай батырада,Алматы,Алмалинский район,76.940861,43.259762
Аренда Жилья.Подселение Алматы,Наурызбай батыр Гоголя,Алматы,Алмалинский район,76.940861,43.259762
Аренда Жилья.Подселение Алматы,Достык 10340,Алматы,Медеуский район,76.951064,43.256043
Аренда Жилья.Подселение Алматы,Думан 258 ЖК,Алматы,Медеуский район,77.002106,43.282205
Аренда Жилья.Подселение Алматы,Нуркент 58,Алматы,Алатауский район,76.82077,43.253882
Аренда Жилья.Подселение Алматы,Богенбай батыра пересечение Байзакова,Алматы,Алмалинский район,76.906579,43.250432
Аренда Жилья.Подселение Алматы,Жк пр РайымбекаЕмцова,Алматы,Бостандыкский район,76.898774,43.200762
Аренда Жилья.Подселение Алматы,"Коктем 128, Бостандыкский Район",Алматы,Медеуский район,76.94316,43.198241
Аренда Жилья.Подселение Алматы,Алатауский район Нұркент,Алматы,Алатауский район,76.820663,43.253938
Аренда Жилья.Подселение Алматы,Бостандыкский район,Алматы,Бостандыкский район,76.892411,43.202959
Аренда Жилья.Подселение Алматы,34 ЖК,Алматы,Алатауский район,76.85051,43.26522
Аренда Жилья.Подселение Алматы,Бостандыкском районе,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,Жандосова 166,,,,
Аренда Жилья.Подселение Алматы,Алматы АренаНуркентАлатауский район,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,Бостандыкском районе,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,Айтеке би 78,Алматы,Алмалинский район,76.938774,43.257591
Аренда Жилья.Подселение Алматы,Алма сити 41 Наурызбайский район,Алматы,Наурызбайский район,76.772367,43.217263
Аренда Жилья.Подселение Алматы,Бостандыкский,Алматы,Бостандыкский район,76.885494,43.196515
Аренда Жилья.Подселение Алматы,ТимирязеваРадостовца,Алматы,Турксибский район,77.011309,43.348096
Аренда Жилья.Подселение Алматы,АЛМАТЫ АРЕНА,Алматы,Алатауский район,76.815369,43.264746
Аренда Жилья.Подселение Алматы,Золотой квадрат СатпаеваЛенина,,,,
Аренда Жилья.Подселение Алматы,Алма сити 5,Алматы,Наурызбайский район,76.776611,43.21646
Аренда Жилья.Подселение Алматы,Сайна Кабдолова рядом Гранд парк,,,,
Аренда Жилья.Подселение Алматы,мкр Казахфильм 6 Бостандыкский рн,Алматы,Бостандыкский район,76.90344,43.191076
Аренда Жилья.Подселение Алматы,"ЖК Алмалы, Алатауский район",Алматы,Алатауский район,76.821991,43.260965
Аренда Жилья.Подселение Алматы,Жас канат ПК кунаева 336 к12,Алматы,Турксибский район,76.9852,43.31412
Аренда Жилья.Подселение Алматы,Достык 10340,Алматы,Медеуский район,76.951064,43.256043
Аренда Жилья.Подселение Алматы,Ауэзова Жандосова,Алматы,Бостандыкский район,76.904603,43.234812
Аренда Жилья.Подселение Алматы,Жандосова Жарокова район атакента казгу сатпаева технический универ,,,,
Аренда Жилья.Подселение Алматы,Алмалинском районе,Алматы,Алмалинский район,76.912738,43.251274
Аренда Жилья.Подселение Алматы,район Аксай4,Алматы,Ауэзовский район,76.838105,43.227678
Аренда Жилья.Подселение Алматы,Район бостандыкский ауезовский,Алматы,Бостандыкский район,76.900985,43.207815Аренда Жилья.Подселение Алматы,Гагарина,,,,

АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Улица Утеген батыра 17Б к4 Гранд Парк жанында,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Жас қанат Пк Кунаева 33610,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Гагарина,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Карасай батыраМуратбаева,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Ауэзовский район ближе к пересечению улиц Абая и Саина Жетысу3 дом 16,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Таугуль 149,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Коктем2 КазНУга напротив,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),"Көктерек 139, наурызбайский район",,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Акбулак 7,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Крамского 14,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК пр Райымбека Емцова Кв 150150300,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ТОЛЕБИМОМЫШУЛЫ,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Бухар жырау между КАЗНУ и ПОЛИТЕХОМ,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Мкр ШУГЫЛА 3403,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖамбылаБайзакова,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Аксай12,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),пересечение улиц Толеби и Жарокова,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Орбита1 возле МегиРозыбакиева,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК Квартира евродвушка Рядом ТРЦ АДК станция Сайран в 5 минутах АбаяБрусиловского,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),мкр Тастак,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Алатауыски наурызбайски районнан,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Шаляпинаберегового,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ТимирязеваРозыбакиева,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Төлеби Момышұлы,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Алматы,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК НУРИЯ,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Арбата,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК Медеу Парк,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Клочкова 166 тимирязева ауэзова,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК Жетису парк на Есенова Баянауыльская,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Квартира офис Байзак жақта Муит университетына 5 минут жерде,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Жк 17 этаж,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Алматы,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),ЖК Манхэттан Теракотта Симфония Алтынбулак Онер Гаухартас,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Алмалинский район Толе би Байзакова,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Аносова 45,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Саина Толе би Ташкентская Момышулы,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),Алмалинском района,,,,
АЛМАТЫ (КВАРЕНДАПОДСЕЛ🏠),"Розыбакиева или Гагарина, Бостандыкский район",,,,
